time,.accel_opening,.max_velocity,.steer_angle,.vehicle_velocity,.direction_switch,.light_signal,.left_winker,.right_winker,.hone_signal
2019/04/05/16:41:04.016621,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.026680,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.036716,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.046453,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.056715,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.066705,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.076759,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.086890,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.096693,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.107035,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.116508,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.126773,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.136733,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.146757,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.156673,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.166749,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.176652,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.186912,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.196663,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.206846,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.216679,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.226770,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.236791,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.246580,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.256636,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.266825,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.276551,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.286566,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.296488,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.306496,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.316537,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.326532,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.336632,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.346518,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.356855,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.366860,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.376905,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.386918,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.396725,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.406682,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.416631,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.426700,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.436700,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.446708,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.456740,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.466743,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.476620,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.486695,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.496661,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.506662,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.516617,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.526727,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.536702,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.546735,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.556737,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.566711,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.576721,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.586684,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.596751,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.606696,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.616648,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.626632,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.636554,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.646723,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.656525,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.666707,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.676695,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.686704,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.696728,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.706629,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.716668,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.726732,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.736632,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.746567,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.756698,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.766685,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.776756,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.786622,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.796694,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.806667,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.816635,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.826652,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.836629,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.846725,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.856713,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.866647,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.876755,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.886642,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:04.896503,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.906720,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.916719,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.926639,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.936567,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.946629,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.956549,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:04.966531,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.976526,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:04.986693,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:04.996624,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.006521,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.016625,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.026519,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.036692,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.046711,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.056548,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.066741,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:05.076679,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.086735,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.096733,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.106701,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.116722,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.126693,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.136690,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.146756,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.156667,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.166705,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.176764,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:05.186638,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.196652,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.206498,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.216686,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.226868,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.236741,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:05.246745,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:05.256779,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.266685,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.276639,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.286547,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.296734,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.306928,0,2.07999992371,-0.5,0.0,1,0,0,0,0
2019/04/05/16:41:05.316756,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.326681,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.336731,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.346655,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.356693,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.366708,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.376695,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.386562,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.396489,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.406691,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.416739,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.426687,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.436667,0,2.07999992371,-0.2,0.0,1,0,0,0,0
2019/04/05/16:41:05.446743,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.456730,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.467120,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.476621,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.486727,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.496759,0,2.07999992371,-2.6645352591e-15,0.0,1,0,0,0,0
2019/04/05/16:41:05.506666,0,2.07999992371,-0.4,0.0,1,0,0,0,0
2019/04/05/16:41:05.516740,0,2.07999992371,-0.4,0.0,1,0,0,0,0
